1 1558 5607437 385.30
2 1147 4024871 391.80
3 1107 4154114 385.00
4 1270 4661521 389.30
5 1270 4535018 391.91
6 1229 4295453 392.74
7 1311 4684806 394.47
8 1230 4441367 388.49
9 1393 4893466 389.27
10 1311 4764401 391.50
11 1230 4192701 389.02
12 1229 4282304 395.70
13 1394 4864723 385.19
14 1312 4513414 384.33
15 1353 4502723 385.07
16 1148 3968645 390.04
17 1311 4612288 395.91
18 1230 4383786 386.71
19 1270 4508161 393.87
20 1107 3901676 386.99
21 1476 5250999 387.46
22 1066 3719796 389.57
23 1311 4651991 393.58
24 1435 4991940 385.05
25 1230 4292065 388.70
26 1025 3596673 389.88
27 1312 4526926 386.30
28 1189 4190294 385.77
29 1311 4558119 389.08
30 1312 4821672 386.97
31 1557 5438499 389.20
32 1271 4570833 388.26
33 1516 5198644 392.78
34 1270 4397309 392.77
35 1311 4294757 394.95
36 1312 4613416 388.35
37 1189 4020156 386.93
38 1270 4540784 395.75
39 1311 4891740 389.87
40 1230 4258295 385.58
41 1312 4728499 384.50
42 1188 4222987 394.61
43 1353 4845920 388.20
44 1763 6388337 384.72
45 1065 3675213 394.13
46 1352 4760186 388.85
47 1229 4408821 396.09
48 1353 4872910 387.05
49 1107 3799319 385.58
50 1312 4677300 385.29
51 1394 4731581 387.57
52 1435 5006956 386.82
53 1188 4238658 395.42
54 1434 4955741 388.54
55 1763 6274013 384.70
56 1763 6338819 384.26
57 1230 4386377 385.95
58 1188 4660814 395.49
59 1680 6184578 391.32
60 1271 4238045 387.27
61 1229 4168166 396.23
62 1066 3779397 386.84
63 1434 4857002 390.94
64 1229 4224670 395.23
65 1270 4543778 393.21
66 1270 4344159 391.55
67 1148 3886211 389.96
68 1352 4609090 394.07
69 1312 4786250 384.75
70 1230 4407092 386.39
71 1435 5070462 385.85
72 1024 3742239 393.16
73 1230 4222783 384.70
74 1148 3930031 387.18
75 1230 4220142 389.05
76 1230 4099518 385.42
77 1189 4137205 386.15
78 1352 4920272 395.01
79 983 3570294 398.00
80 1312 4818292 387.02
81 1311 4543153 390.11
82 1270 4499989 391.93
83 1229 4195536 391.30
84 1148 3886754 386.03
85 1475 5226305 388.83
86 1189 4275321 387.27
87 1475 4967866 393.51
88 1353 4808445 387.94
89 1270 4342988 390.25
90 1353 4579129 387.27
91 1230 4179424 386.15
92 1352 4647120 391.51
93 1066 3736769 387.44
94 1434 5054493 388.66
95 1230 4208134 385.62
96 1229 4168565 393.48
97 1393 4934358 391.03
98 1475 4966324 393.88
99 1558 5257545 385.16
100 1475 5219445 393.56
101 1312 4580639 387.15
102 1393 4900380 392.32
103 1434 4921993 391.47
104 1393 4824326 390.34
105 1270 4420737 389.40
106 1598 5691012 386.90
107 1475 5223711 389.26
108 1476 5226180 385.55
109 1229 4352778 391.17
110 1270 4414832 391.00
111 1353 4800860 384.82
112 1599 5540206 385.00
113 1435 5022617 387.16
114 1434 4953692 394.00
115 1270 4254861 392.47
116 1270 4619554 390.62
117 1352 4863102 391.46
118 1803 6340332 391.62
119 1229 4190893 392.06
120 1229 4252723 392.79
121 1188 4226085 390.81
122 1066 3779089 388.11
123 1434 5126566 389.33
124 1312 4436834 388.46
125 1393 5036650 391.45
126 1271 4866600 386.23
127 1271 4960070 384.84
128 1229 4212386 392.79
